conversation_num,batch_num,round_num,round_index,task_index,complexity,type,social_perceptiveness,skill,speaker_nickname,message,normalized_score,score,duration,efficiency,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,please,please_start,hashedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_pl.,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,HNY2YK2JHAYqXCysL,right thats a lot of peoples ill go from the bottom up,80.22088353413655,799,7.966666666666668,10.06956697081212,right? that's a lot of peoples. i'll go from the bottom up.,0.11851146,0.293437,0.58805156,12,54,1,1.9757162651302496,2.7129319932501073,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.02,0.0,0.05,0.0,1,0,1.0,0.0,2,0.029411764705882353,0,0.7678571428571428,-0.10714285714285715,-0.69395472361013,-0.9375005782667002,0.5952,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,HNY2YK2JHAYqXCysL,haha okay ill go from middle,80.22088353413655,799,7.966666666666668,10.06956697081212,"haha. okay, i'll go from middle.",0.53668636,0.013983286,0.44933036,6,28,1,0.45876737500638787,0.7666981720054652,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,1,0.04028132992327366,0,0.45,0.04999999999999999,0.7465889943395574,0.5115435530771388,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,5W8K8Cd7rkAWDFAhb,ill start in the middle lets see how this works lol,80.22088353413655,799,7.966666666666668,10.06956697081212,i'll start in the middle lets see how this works lol,0.2287026,0.021813942,0.74948347,11,51,1,1.4700666350889622,2.06418738616856,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.04,0.0,0,0,1.0,0.09090909090909091,0,0.1722689075630252,0,0.5666666666666667,0.10000000000000002,-0.31436437875510764,-0.5556703327328641,0.5456,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,KrmLAYNcdHvwDN6aX,haha ok ,80.22088353413655,799,7.966666666666668,10.06956697081212,haha ok :),0.94683707,0.005028532,0.048134398,2,8,1,-0.5525318850761866,-0.5307910421576297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.4,0.35,2.1594906981556017,1.9327825592728924,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,5W8K8Cd7rkAWDFAhb,crap we were doing good,80.22088353413655,799,7.966666666666668,10.06956697081212,crap we were doing good,0.091761366,0.73218596,0.17605266,5,23,1,-0.04688225503489937,0.11795356492391776,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.03,0.0,0,0,1.0,0.2,0,0.0,0,0.7000000000000001,-0.050000000000000044,-0.7861043955925078,-1.0301940104253402,0.248,easy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,5W8K8Cd7rkAWDFAhb,lol,80.22088353413655,799,7.966666666666668,10.06956697081212,lol,0.4536119,0.12431333,0.42207476,1,3,1,-0.8053567000968301,-0.8551633456984034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.7,0.8,0.4604111499135466,0.22367701989315647,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,HNY2YK2JHAYqXCysL,well get there,80.22088353413655,799,7.966666666666668,10.06956697081212,we'll get there.,0.709734,0.03431663,0.25594938,3,14,1,-0.299707070055543,-0.20641873861685597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,1.3427096383763442,1.1111818077521596,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,HNY2YK2JHAYqXCysL,argh,80.22088353413655,799,7.966666666666668,10.06956697081212,argh,0.18839426,0.3492613,0.46234438,1,4,1,-0.8053567000968301,-0.8551633456984034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.4532199771374593,-0.6953452953411223,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,5W8K8Cd7rkAWDFAhb,i know,80.22088353413655,799,7.966666666666668,10.06956697081212,i know!,0.48254952,0.0339474,0.483503,2,6,1,-0.8053567000968301,-0.8551633456984034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0,0,1.0,0.5,0,0.0,0,0.0,0.0,0.5600964889987361,0.3239505858964199,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,5W8K8Cd7rkAWDFAhb,crap my battery is low,80.22088353413655,799,7.966666666666668,10.06956697081212,crap my battery is low!!,0.011996729,0.9292093,0.058793977,5,22,1,-0.04688225503489937,0.11795356492391776,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0,0,1.0,0.2,0,0.0,0,0.55,-0.4,-1.0608804444296982,-1.3065914678854165,0.248,easy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,5W8K8Cd7rkAWDFAhb,almost there,80.22088353413655,799,7.966666666666668,10.06956697081212,almost there!,0.9041259,0.0039047403,0.09196934,2,12,1,-0.5525318850761866,-0.5307910421576297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,2.012357745819674,1.7847813993961787,0.0992,easy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,HNY2YK2JHAYqXCysL,plug it in well hurry,80.22088353413655,799,7.966666666666668,10.06956697081212,"plug it in, we'll hurry",0.29098988,0.10004199,0.60896814,5,21,1,0.20594255998574423,0.44232586846469146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.0997949488056459,-0.33983476359332365,0.248,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,6XZss3jqLimhGLCmh,c6biG65qtrkEcnvTQ,1,5,Very high,MH,31.0,1022.3333333333336,KrmLAYNcdHvwDN6aX,whew,80.22088353413655,799,7.966666666666668,10.06956697081212,whew,0.48359606,0.12542729,0.3909767,1,4,1,-0.8053567000968301,-0.8551633456984034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.5637016470858979,0.3275770174331204,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6XZss3jqLimhGLCmh,uCkuZSZMPZnfs5c9y,2,3,Moderate,MH,31.0,1022.3333333333336,KrmLAYNcdHvwDN6aX,ill do bottom again,96.875,651,4.266666666666667,22.705078125,i'll do bottom again,0.2554779,0.046172276,0.6983499,4,19,1,-0.04688225503489937,-0.3810643426544546,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,1.0,-0.5,-0.22212787625049,-0.9861326821820553,0.1984,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6XZss3jqLimhGLCmh,uCkuZSZMPZnfs5c9y,2,3,Moderate,MH,31.0,1022.3333333333336,HNY2YK2JHAYqXCysL,i think first we take care of the constraints then with any time left over we wiggle them around for a higher score,96.875,651,4.266666666666667,22.705078125,"i think first we take care of the constraints, then with any time left over we wiggle them around for a higher score",0.14263272,0.039531242,0.81783605,23,115,1,3.998314785295398,2.175754472575434,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.029999999999999995,0.0,0.0,0.06999999999999999,0.0,0.01,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.029999999999999995,0.0,0.02,0.0,0.0,0.06999999999999999,0.049999999999999996,0.02,0.0,0.0,0.01,0.029999999999999995,0.11999999999999998,0.0,0,0,0.9565217391304348,0.13043478260869565,0,0.0,0,0.27777777777777773,0.16666666666666666,-0.6108609521713587,-1.4173340626094992,1.1408,easy,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
79,6XZss3jqLimhGLCmh,uCkuZSZMPZnfs5c9y,2,3,Moderate,MH,31.0,1022.3333333333336,5W8K8Cd7rkAWDFAhb,sounds goo,96.875,651,4.266666666666667,22.705078125,sounds goo,0.37879676,0.057646014,0.5635572,2,10,1,-0.5525318850761866,-0.7006666945581906,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.20268530377948554,-0.5149095190417358,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6XZss3jqLimhGLCmh,uCkuZSZMPZnfs5c9y,2,3,Moderate,MH,31.0,1022.3333333333336,5W8K8Cd7rkAWDFAhb,good,96.875,651,4.266666666666667,22.705078125,good,0.6512179,0.07108637,0.27769575,1,4,1,-0.8053567000968301,-0.8604678705100587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.6000000000000001,0.7,1.1411313029623449,0.5260598127951933,0.0496,easy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,6XZss3jqLimhGLCmh,uCkuZSZMPZnfs5c9y,2,3,Moderate,MH,31.0,1022.3333333333336,KrmLAYNcdHvwDN6aX,well that was much easier to find a solution,96.875,651,4.266666666666667,22.705078125,well that was much easier to find a solution,0.1730438,0.2887824,0.5381738,9,44,1,1.2172418200683186,0.4179415371048855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0,0,1.0,0.0,0,0.0,0,0.2,0.2,-0.506099785850603,-1.301127950161547,0.44639999999999996,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,6XZss3jqLimhGLCmh,uCkuZSZMPZnfs5c9y,2,3,Moderate,MH,31.0,1022.3333333333336,5W8K8Cd7rkAWDFAhb,nice,96.875,651,4.266666666666667,22.705078125,nice!,0.938512,0.01050343,0.050984554,1,4,1,-0.8053567000968301,-0.8604678705100587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,1.0,0.6,2.1308122019331086,1.6238613538859172,0.0496,easy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,6XZss3jqLimhGLCmh,uCkuZSZMPZnfs5c9y,2,3,Moderate,MH,31.0,1022.3333333333336,HNY2YK2JHAYqXCysL,we did good now i guess lets see how moving them around gets a higher score before the timer runs out,96.875,651,4.266666666666667,22.705078125,"we did good, now i guess let's see how moving them around gets a higher score before the timer runs out?",0.84547305,0.010356911,0.14416997,21,101,1,3.745489970274755,2.015953296623566,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.01,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.05,0.0,0.02,0.0,0.01,0.05,0.03,0.02,0.01,0.0,0.02,0.03,0.1,0.0,1,0,1.0,0.09523809523809523,0,0.0,0,0.55,0.475,1.8103083291584987,1.2683430794366233,1.0415999999999999,easy,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
79,6XZss3jqLimhGLCmh,uCkuZSZMPZnfs5c9y,2,3,Moderate,MH,31.0,1022.3333333333336,KrmLAYNcdHvwDN6aX,sure,96.875,651,4.266666666666667,22.705078125,sure,0.41534337,0.09492465,0.48973197,1,4,1,-0.8053567000968301,-0.8604678705100587,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.8888888888888888,0.5,0.3285823613213351,-0.3752584618858748,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6XZss3jqLimhGLCmh,uCkuZSZMPZnfs5c9y,2,3,Moderate,MH,31.0,1022.3333333333336,KrmLAYNcdHvwDN6aX,lets try not to screw it up though haha,96.875,651,4.266666666666667,22.705078125,let's try not to screw it up though haha,0.43230233,0.10884273,0.45885494,9,39,1,1.2172418200683186,0.4179415371048855,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.04,0.0,0,0,1.0,0.0,0,0.0,0,0.3,0.2,0.3870031878486089,-0.3104552778897678,0.44639999999999996,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6XZss3jqLimhGLCmh,uCkuZSZMPZnfs5c9y,2,3,Moderate,MH,31.0,1022.3333333333336,HNY2YK2JHAYqXCysL,yeah haha,96.875,651,4.266666666666667,22.705078125,"yeah, haha",0.72139555,0.015648043,0.26295644,2,9,1,-0.5525318850761866,-0.7006666945581906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.02,0,0.3,0.2,1.382881759166129,0.7942210187514779,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,6seg5YY9TJdxrBX2j,4dsQuYvZBk2ubMbbs,4,2,Low,HL,25.66666666666667,1064.3333333333333,NULL_SPEAKER,nan,99.31972789115645,438,1.6666666666666667,59.59183673469387,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,6seg5YY9TJdxrBX2j,EuWuzELJ85gCRJ7iG,2,5,Very high,HL,25.66666666666667,1064.3333333333333,Riu5yspsGSabYNwTW,it looks like it is updating very slow for me ,92.26907630522088,919,6.766666666666668,13.635824084515402,it looks like it is updating very slow for me... :(,0.0064706397,0.90853304,0.08499636,10,46,1,1.2172418200683186,1.7320508075688774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.06,0.0,0,0,0.9,0.1,0,0.0,0,0.52,-0.39000000000000007,-1.0799169127254853,-1.1976643564233411,0.496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
81,6seg5YY9TJdxrBX2j,EuWuzELJ85gCRJ7iG,2,5,Very high,HL,25.66666666666667,1064.3333333333333,C3epmRmQyLuPDeqM6,same,92.26907630522088,919,6.766666666666668,13.635824084515402,same,0.21262841,0.1966375,0.59073406,1,4,1,-0.8053567000968301,-0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.125,0.0,-0.3697373182252425,-0.5710706748749421,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,6seg5YY9TJdxrBX2j,EuWuzELJ85gCRJ7iG,2,5,Very high,HL,25.66666666666667,1064.3333333333333,Riu5yspsGSabYNwTW,wow,92.26907630522088,919,6.766666666666668,13.635824084515402,wow,0.5003099,0.107689396,0.3920007,1,3,1,-0.8053567000968301,-0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,1.0,0.1,0.6212780755487639,0.3033053123610283,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
