Unnamed0,timestamp_start,timestamp_end,message,speaker_nickname,conversation_num,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,time_diff,please,please_start,hashedge,indirect_btw,hedges,factuality,deference,gratitude,apologizing,1st_person_pl,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_greeting,direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
12,24.383000000000003,27.383000000000003, im going to grind a few for a man while i have,1,1.0, i'm going to grind a few for a man while i have.,0.18308794,0.016021842,0.80089027,12,47,1,-0.13920677470946372,-0.13920677470946372,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.0,0.0,0.019999999999999997,0.009999999999999998,0.07999999999999999,0.0,0,0,0.9166666666666666,0.08333333333333333,1,0.02844163539403516,0,0.1,-0.2,0.14037965824609333,0.14037965824609333,0.5952,easy,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
14,26.701,38.701, but there is some background noise i think im not sure if that is with brandon or rachel,2,1.0, but there is some background noise. i think i'm not sure if that is with brandon or rachel.,0.020231089,0.10825283,0.87151617,18,89,1,0.21847041867214778,0.21847041867214778,0.01,0.01,0.0,0.03,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.04,0.03,0.0,0.0,0.01,0.02,0.08,0.01,0.0,0.01,0.0,0.0,0.01,0.11,0.0,0,0,0.9444444444444444,0.05555555555555555,0,0.01720283194634207,0,0.8888888888888888,-0.25,-0.5986746294820876,-0.5986746294820876,0.8927999999999999,easy,-0.6820000000000022,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
15,27.383000000000003,30.383000000000003, it might be me so ill meet myself if im not talking,1,1.0," it might be me, so i'll meet myself if i'm not talking.",0.10222314,0.09910313,0.79867375,12,52,1,-0.19881964027306562,-0.19881964027306562,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.0,0.02,0.02,0.02,0.0,0.0,0.01,0.02,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.02,0.06999999999999999,0.0,0,0,1.0,0.16666666666666666,2,0.012048192771084338,0,1.0,-0.5,-0.22658971884374002,-0.22658971884374002,0.5952,easy,-11.317999999999998,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,30.383000000000003,33.383, i mean i can talk really quickly,1,1.0," i mean, i can talk really quickly.",0.6108429,0.015333326,0.37382382,7,33,1,-0.4968839680910752,-0.4968839680910752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.02,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.030000000000000002,0.0,0,0,0.8571428571428571,0.2857142857142857,0,0.0,0,0.59375,0.010416666666666657,2.0815576642299893,2.0815576642299893,0.3472,easy,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17,33.383,36.383, so i have i think this is like a very loaded subject to start off,1,1.0," so i have, i think this is like a very loaded subject to start off.",0.055677712,0.20621656,0.73810565,15,66,1,-0.019981043582259876,-0.019981043582259876,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.0,0.0,0.02,0.02,0.1,0.0,0,0,0.9333333333333333,0.13333333333333333,0,0.010309278350515464,0,0.31666666666666665,0.016666666666666677,-0.43781569998188286,-0.43781569998188286,0.744,easy,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
18,34.956,45.956, is it can you still hear it,0,1.0," is it, can you still hear it?",0.053062085,0.03816841,0.90876955,7,28,1,-0.37765823696387135,-0.37765823696387135,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.05,0.0,1,0,0.8571428571428571,0.0,1,0.0,0,0.0,0.0,-0.44968557427687084,-0.44968557427687084,0.3472,easy,-1.4269999999999996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19,36.383,38.383, i think theres a lot of sides to this,1,1.0, i think there's a lot of sides to this.,0.05533061,0.20880844,0.735861,9,38,1,-0.31804537140026945,-0.31804537140026945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.01,0.01,0.049999999999999996,0.0,0,0,1.0,0.1111111111111111,0,0.0,0,0.0,0.0,-0.4393908699535718,-0.4393908699535718,0.44639999999999996,easy,-9.573,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,38.383,41.383, my overall view of the police is positive,1,1.0, my overall view of the police is positive.,0.68189955,0.025521003,0.2925795,8,42,1,-0.37765823696387135,-0.37765823696387135,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.009999999999999998,0.019999999999999997,0.009999999999999998,0.0,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.039999999999999994,0.0,0,0,1.0,0.125,1,0.0,0,0.2727272727272727,0.11363636363636363,2.4040170605135436,2.4040170605135436,0.3968,easy,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22,39.701,44.701, thank you,2,1.0, thank you.,0.8810956,0.021792421,0.09711203,2,10,1,-0.675722564781881,-0.675722564781881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.010000000000000002,0.0,0.010000000000000002,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,3.3079808418776877,3.3079808418776877,0.0992,easy,-1.6820000000000022,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
23,41.383,44.383, but i also like in the united states like im from utah,1,1.0," but i also, like in the united states, like i'm from utah,",0.38470754,0.008488247,0.6068042,12,55,1,-0.13920677470946372,-0.13920677470946372,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.02,0.01,0.05,0.0,0,0,0.9166666666666666,0.08333333333333333,0,0.0,0,0.0,0.0,1.055341656805434,1.055341656805434,0.5952,easy,-3.317999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
24,44.383,47.383, and i feel like in utah theres not,1,1.0," and i feel like in utah, there's not.",0.036716428,0.35477036,0.60851324,8,35,1,-0.37765823696387135,-0.37765823696387135,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.019999999999999997,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.009999999999999998,0.019999999999999997,0.0,0.0,0.009999999999999998,0.009999999999999998,0.03,0.009999999999999998,0.0,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.039999999999999994,0.0,0,0,1.0,0.125,2,0.33848797250859103,0,0.0,0.0,-0.5238631591767788,-0.5238631591767788,0.3968,easy,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
25,44.701,55.701, no its good now yeah much better,2,1.0," no, it's good now. yeah. much better.",0.9547049,0.010877874,0.03441727,7,33,1,-0.37765823696387135,-0.37765823696387135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.030000000000000002,0.0,0,0,1.0,0.0,0,0.0,0,0.55,0.6,3.6420243190026995,3.6420243190026995,0.3472,easy,-2.682000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,47.383,50.383, i feel like a lot in the us theres a lot in the southern states,1,1.0," i feel like a lot in the us, there's a lot in the southern states.",0.06328636,0.05400166,0.882712,15,64,1,0.03963182198134204,0.03963182198134204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.02,0.0,0.04,0.0,0.01,0.03,0.02,0.01,0.01,0.0,0.03,0.01,0.07,0.0,0,0,0.7333333333333333,0.06666666666666667,0,0.0,0,0.0,0.0,-0.403287192929917,-0.403287192929917,0.744,easy,-8.317999999999998,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
28,48.956,51.956, cool,0,1.0, cool.,0.6747676,0.043979406,0.28125298,1,5,1,-0.7353354303454829,-0.7353354303454829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.010000000000000002,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.65,0.35,2.3716518379576748,2.3716518379576748,0.0496,easy,-1.4269999999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,50.383,53.383, theres a big history of racism and things that have happened,1,1.0, there's a big history of racism and things that have happened,0.010979881,0.7352092,0.25381082,11,61,1,-0.13920677470946372,-0.13920677470946372,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.049999999999999996,0.0,0,0,1.0,0.0,0,0.0,0,0.1,0.0,-0.6406571736433108,-0.6406571736433108,0.5456,easy,-1.5730000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,51.956,55.956, so i guess how did you guys say you feel about the police,0,1.0, so i guess how did you guys say you feel about the police?,0.018177692,0.20970424,0.7721181,13,58,1,-0.07959390914586179,-0.07959390914586179,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.019999999999999997,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.039999999999999994,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.0,0.03,0.0,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.03,0.009999999999999998,0.0,0.019999999999999997,0.019999999999999997,0.0,0.009999999999999998,0.07999999999999999,0.0,1,0,0.9230769230769231,0.07692307692307693,0,0.0,0,0.0,0.0,-0.6079930698666324,-0.6079930698666324,0.6447999999999999,easy,-1.4269999999999996,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
31,53.383,58.383, to people of different races from the police that have been unjust or unfair,1,1.0, to people of different races from the police that have been unjust or unfair.,0.01069678,0.69676673,0.2925365,14,77,1,0.03963182198134204,0.03963182198134204,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.01,0.0,0.02,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0,0,1.0,0.0,1,0.017857142857142856,0,0.8,-0.25,-0.6419419031872349,-0.6419419031872349,0.6944,easy,-2.5730000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,55.701,62.701, maybe i can start and i can take some examples from a perspective from my home country as well,2,1.0, maybe i can start and i can take some examples from a perspective from my home country as well.,0.1624428,0.017598486,0.8199587,19,95,1,0.15885755310854588,0.15885755310854588,0.0,0.0,0.009999999999999998,0.019999999999999997,0.0,0.009999999999999998,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.009999999999999998,0.0,0.0,0.039999999999999994,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.019999999999999997,0.0,0.039999999999999994,0.0,0.009999999999999998,0.019999999999999997,0.019999999999999997,0.03,0.03,0.0,0.0,0.0,0.019999999999999997,0.03,0.11,0.009999999999999998,0,0,0.8421052631578947,0.15789473684210525,2,0.0,1,0.0,0.0,0.046690758184108325,0.046690758184108325,0.9424,easy,-2.682000000000002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
33,58.383,61.383, i dont see that as day to day where im from,1,1.0, i don't see that as day to day where i'm from.,0.029021451,0.19793783,0.77304065,11,44,1,-0.19881964027306562,-0.19881964027306562,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.01,0.0,0.0,0.01,0.06,0.0,0,0,0.9090909090909091,0.09090909090909091,2,0.005154639175257732,0,0.0,0.0,-0.55878343247753,-0.55878343247753,0.5456,easy,-4.317999999999998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
