conversation_num,batch_num,round_num,round_index,task_index,complexity,type,social_perceptiveness,skill,speaker_nickname,message,normalized_score,score,duration,efficiency,message_lower_with_punc,turn_id,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,dale_chall_score,dale_chall_classification,please,please_start,hashedge,indirect_btw,hedges,factuality,deference,gratitude,apologizing,1st_person_pl,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_greeting,direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
90,6zhqfetmB7PrJKGeJ,5eHTs4csHv7q2cYmm,5,3,Moderate,HL,26.33333333333333,1076.6666666666667,RPbqThjRS6D5Hio6E,i cant find anything better nice,97.76785714285714,657,6.2333333333333325,15.684682964094726,i can't find anything better nice,4,6,32,1,-0.05479173810927971,0.13608276348795445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0,0,1.0,0.16666666666666666,0,0.0,0,0.75,0.55,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
90,6zhqfetmB7PrJKGeJ,5eHTs4csHv7q2cYmm,5,3,Moderate,HL,26.33333333333333,1076.6666666666667,CijQNxpGvYhtcB29w,good move,97.76785714285714,657,6.2333333333333325,15.684682964094726,good move,5,2,9,1,-0.596494447553886,-1.9051586888313605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.6000000000000001,0.7,0.0992,easy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,6zhqfetmB7PrJKGeJ,EmwMPye6mvFKZBqEm,3,5,Very high,HL,26.33333333333333,1076.6666666666667,FLBZoXXiPXRs9cfoP,daang,99.09638554216868,987,7.25,13.668466971333611,daang,1,1,5,1,-0.7770620173687549,-1.3627702877384937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,6zhqfetmB7PrJKGeJ,EmwMPye6mvFKZBqEm,3,5,Very high,HL,26.33333333333333,1076.6666666666667,CijQNxpGvYhtcB29w,this is mean is anyone elses lagging,99.09638554216868,987,7.25,13.668466971333611,this is mean is anyone elses lagging?,2,7,36,1,0.30634340152045786,1.1531133203941102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.03,0.0,0.0,0.0,0.019999999999999997,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1,0,0.8571428571428571,0.0,0,0.0,0,0.6875,-0.3125,0.3472,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,6zhqfetmB7PrJKGeJ,EmwMPye6mvFKZBqEm,3,5,Very high,HL,26.33333333333333,1076.6666666666667,RPbqThjRS6D5Hio6E,yeah im lagging,99.09638554216868,987,7.25,13.668466971333611,"yeah, i'm lagging",3,3,15,1,-0.4159268777390173,-0.5241424183609592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.16666666666666666,0,0.0,0.0,0.1488,easy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
91,6zhqfetmB7PrJKGeJ,EmwMPye6mvFKZBqEm,3,5,Very high,HL,26.33333333333333,1076.6666666666667,CijQNxpGvYhtcB29w,this is brutal that was my bad,99.09638554216868,987,7.25,13.668466971333611,this is brutal. that was my bad,4,7,30,1,0.1257758317055891,0.7337993857053429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.049999999999999996,0.0,0,0,1.0,0.14285714285714285,0,0.0,0,0.8333333333333333,-0.7874999999999999,0.3472,easy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
92,6zhqfetmB7PrJKGeJ,KA7tpqN2LBub877N7,2,1,Very low,HL,26.33333333333333,1076.6666666666667,FLBZoXXiPXRs9cfoP,nice,98.52941176470588,335,3.1166666666666667,31.613715004718465,nice,1,1,4,1,-0.7770620173687549,-0.9274260335029676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,1.0,0.6,0.0496,easy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,6zhqfetmB7PrJKGeJ,KA7tpqN2LBub877N7,2,1,Very low,HL,26.33333333333333,1076.6666666666667,CijQNxpGvYhtcB29w,good,98.52941176470588,335,3.1166666666666667,31.613715004718465,good?,2,1,4,1,-0.7770620173687549,-0.9274260335029676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1,0,1.0,0.0,0,0.0,0,0.6000000000000001,0.7,0.0496,easy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,6zhqfetmB7PrJKGeJ,KA7tpqN2LBub877N7,2,1,Very low,HL,26.33333333333333,1076.6666666666667,FLBZoXXiPXRs9cfoP,i think that was better that way 7839 is better than 6540,98.52941176470588,335,3.1166666666666667,31.613715004718465,i think that was better that way 78+39 is better than 65+40,3,12,57,1,1.028613680779933,1.8002975944469368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.009999999999999998,0.0,0.019999999999999997,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.019999999999999997,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.019999999999999997,0.009999999999999998,0.05999999999999999,0.0,0,0,0.8333333333333334,0.08333333333333333,0,0.0,0,0.5,0.5,0.5952,easy,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
92,6zhqfetmB7PrJKGeJ,KA7tpqN2LBub877N7,2,1,Very low,HL,26.33333333333333,1076.6666666666667,CijQNxpGvYhtcB29w,my score didnt update,98.52941176470588,335,3.1166666666666667,31.613715004718465,my score didnt update,4,4,21,1,-0.2353593079241485,-0.10910894511799628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.1984,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,6zhqfetmB7PrJKGeJ,KA7tpqN2LBub877N7,2,1,Very low,HL,26.33333333333333,1076.6666666666667,RPbqThjRS6D5Hio6E,316 vs 328 nice catch,98.52941176470588,335,3.1166666666666667,31.613715004718465,316 vs 328 nice catch,5,5,21,1,-0.05479173810927971,0.16366341767699416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,1.0,0.6,0.248,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,6zhqfetmB7PrJKGeJ,REWg2goYTJzGG7jy9,1,2,Low,HL,26.33333333333333,1076.6666666666667,CijQNxpGvYhtcB29w,same thing high then move,94.7845804988662,418,2.183333333333333,43.41278496131277,"same thing, high then move?",1,5,25,1,-0.05479173810927971,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1,0,1.0,0.0,0,0.0,0,0.33249999999999996,0.08,0.248,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,6zhqfetmB7PrJKGeJ,REWg2goYTJzGG7jy9,1,2,Low,HL,26.33333333333333,1076.6666666666667,RPbqThjRS6D5Hio6E,looks good to me,94.7845804988662,418,2.183333333333333,43.41278496131277,looks good to me,2,4,16,1,-0.2353593079241485,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.6000000000000001,0.7,0.1984,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,6zhqfetmB7PrJKGeJ,WQZj6jFQazPJJ23WW,4,4,High,HL,26.33333333333333,1076.6666666666667,CijQNxpGvYhtcB29w,do we like that,98.95988112927192,666,2.65,37.34335136953658,do we like that?,1,4,15,1,-0.4159268777390173,,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.03,0.0,1,0,1.0,0.25,0,0.0,0,0.0,0.0,0.1984,easy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
94,6zhqfetmB7PrJKGeJ,WQZj6jFQazPJJ23WW,4,4,High,HL,26.33333333333333,1076.6666666666667,RPbqThjRS6D5Hio6E,best i can see,98.95988112927192,666,2.65,37.34335136953658,best i can see,2,4,14,1,-0.4159268777390173,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0,0,1.0,0.25,0,0.0,0,0.3,1.0,0.1984,easy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
94,6zhqfetmB7PrJKGeJ,WQZj6jFQazPJJ23WW,4,4,High,HL,26.33333333333333,1076.6666666666667,FLBZoXXiPXRs9cfoP,yeah i think so,98.95988112927192,666,2.65,37.34335136953658,yeah i think so,3,4,15,1,-0.4159268777390173,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0,0,1.0,0.25,0,0.0018867924528301887,0,0.0,0.0,0.1984,easy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,7RJc435tuN52XXG8M,K56Aojqw6F35SEpP4,3,2,Low,LL,25.33333333333333,941.6666666666664,NULL_SPEAKER,nan,88.20861678004536,389,0.9666666666666668,91.25029322073658,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,7RJc435tuN52XXG8M,PJPajPRoK6Z7emyXu,1,3,Moderate,LL,25.33333333333333,941.6666666666664,NULL_SPEAKER,nan,67.70833333333334,455,1.3166666666666669,51.4240506329114,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,7RJc435tuN52XXG8M,eb3diH3hhruisEyM2,4,4,High,LL,25.33333333333333,941.6666666666664,NULL_SPEAKER,nan,91.82763744427936,618,2.6,35.3183220939536,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,7RJc435tuN52XXG8M,sf4si4skCuF4GkdBv,5,5,Very high,LL,25.33333333333333,941.6666666666664,PvCAwCqWybiX9LZzv,pleasure working with you guys,21.4859437751004,214,8.15,2.636312119644221,pleasure working with you guys,1,5,30,1,-0.05479173810927971,-0.3746343246326775,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.248,easy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
98,7RJc435tuN52XXG8M,sf4si4skCuF4GkdBv,5,5,Very high,LL,25.33333333333333,941.6666666666664,maFcPanNx94rb5sr4,hello did it freeze,21.4859437751004,214,8.15,2.636312119644221,hello? did it freeze?,2,4,19,1,-0.2353593079241485,-0.608780777528101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,2,0,1.0,0.0,0,0.0,0,0.0,0.0,0.1984,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
98,7RJc435tuN52XXG8M,sf4si4skCuF4GkdBv,5,5,Very high,LL,25.33333333333333,941.6666666666664,PvCAwCqWybiX9LZzv,i had to refresh it seems,21.4859437751004,214,8.15,2.636312119644221,i had to refresh it seems,3,6,25,1,-0.05479173810927971,-0.3746343246326775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0,0,1.0,0.16666666666666666,1,0.0,0,0.0,0.0,0.2976,easy,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
98,7RJc435tuN52XXG8M,sf4si4skCuF4GkdBv,5,5,Very high,LL,25.33333333333333,941.6666666666664,93DLFag4en3ScNs8T,not working on my end either,21.4859437751004,214,8.15,2.636312119644221,not working on my end either,4,6,28,1,-0.05479173810927971,-0.3746343246326775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.030000000000000002,0.0,0,0,1.0,0.16666666666666666,0,0.0,0,0.0,0.0,0.2976,easy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98,7RJc435tuN52XXG8M,sf4si4skCuF4GkdBv,5,5,Very high,LL,25.33333333333333,941.6666666666664,PvCAwCqWybiX9LZzv,keeps freezing and not updating the constraints,21.4859437751004,214,8.15,2.636312119644221,keeps freezing and not updating the constraints,5,7,47,1,0.30634340152045786,0.09365858115816948,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.0,0.039999999999999994,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.029999999999999995,0.0,0,0,1.0,0.0,1,0.0,0,0.0,0.0,0.3472,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,7RJc435tuN52XXG8M,sf4si4skCuF4GkdBv,5,5,Very high,LL,25.33333333333333,941.6666666666664,maFcPanNx94rb5sr4,it seems to be freezing and not updating,21.4859437751004,214,8.15,2.636312119644221,it seems to be freezing and not updating.,6,8,40,1,0.4869109713353267,0.32780503405359296,0.0,0.0,0.0,0.010000000000000002,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.010000000000000002,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.020000000000000004,0.0,0.0,0.010000000000000002,0.010000000000000002,0.03,0.010000000000000002,0.0,0.010000000000000002,0.0,0.0,0.0,0.05,0.0,0,0,1.0,0.0,2,0.39285714285714285,0,0.0,0.0,0.3968,easy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,7RJc435tuN52XXG8M,sf4si4skCuF4GkdBv,5,5,Very high,LL,25.33333333333333,941.6666666666664,93DLFag4en3ScNs8T,it seems it is not being updated b  f are neighbors n  r are in the same room,21.4859437751004,214,8.15,2.636312119644221,"it seems it is not being updated b & f are neighbors, n & r are in the same room.",7,18,77,1,2.2925866694840145,2.669269563007828,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.049999999999999996,0.01,0.01,0.0,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0,0,0.8888888888888888,0.0,3,0.045454545454545456,0,0.125,0.0,0.8927999999999999,easy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,7RJc435tuN52XXG8M,sf4si4skCuF4GkdBv,5,5,Very high,LL,25.33333333333333,941.6666666666664,PvCAwCqWybiX9LZzv,yes ,21.4859437751004,214,8.15,2.636312119644221,yes :(,8,1,4,1,-0.7770620173687549,-1.3112201362143714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,7RJc435tuN52XXG8M,sf4si4skCuF4GkdBv,5,5,Very high,LL,25.33333333333333,941.6666666666664,maFcPanNx94rb5sr4,maybe click satisfied so we at least get something,21.4859437751004,214,8.15,2.636312119644221,maybe click satisfied so we at least get something?,9,9,50,1,0.4869109713353267,0.32780503405359296,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.01,0.0,0.03,0.01,0.01,0.01,0.0,0.01,0.01,0.03,0.01,1,0,1.0,0.1111111111111111,0,0.0,1,0.7,0.1,0.44639999999999996,easy,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
98,7RJc435tuN52XXG8M,sf4si4skCuF4GkdBv,5,5,Very high,LL,25.33333333333333,941.6666666666664,PvCAwCqWybiX9LZzv,yep i will also email them,21.4859437751004,214,8.15,2.636312119644221,yep i will also email them,10,6,26,1,-0.05479173810927971,-0.3746343246326775,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.030000000000000002,0.0,0,0,1.0,0.16666666666666666,0,0.0,0,0.0,0.0,0.2976,easy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
