conversation_num,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,speaker_nickname,message,timestamp,message_lower_with_punc,turn_id,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,dale_chall_score,dale_chall_classification,time_diff,please,please_start,hashedge,indirect_btw,hedges,factuality,deference,gratitude,apologizing,1st_person_pl,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_greeting,direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
BKLTsNPmgRDgwcHae_easy,3,High,Mixed,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],612.0,362.0,1.6906077348066295,HqNQShiY48CgaLawF,i think if you leave a room empty it makes it 0,2021-05-27 17:17:25.163000+00:00,i think if you leave a room empty it makes it 0,8,12,47,1,1.2436381578918523,1.0512795040875376,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.0,0.029999999999999995,0.0,0.0,0.009999999999999998,0.009999999999999998,0.019999999999999997,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.019999999999999997,0.0,0.009999999999999998,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.05999999999999999,0.0,0,0,0.9166666666666666,0.08333333333333333,0,0.0,0,0.5,-0.1,0.5952,easy,4.09,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
BKLTsNPmgRDgwcHae_easy,3,High,Mixed,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],612.0,362.0,1.6906077348066295,8jqxWraEXu3Gg5TtW,the rules said we could its only 0 if we dont follow a constraint,2021-05-27 17:17:25.653000+00:00,the rules said we could its only 0 if we don't follow a constraint,9,14,65,1,1.4476100046330684,1.2641968720040009,0.02,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.01,0.0,0.030000000000000002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0.02,0.0,0.02,0.05,0.0,0.02,0.01,0.0,0.01,0.02,0.07,0.0,0,0,0.9285714285714286,0.14285714285714285,2,0.08333333333333333,0,1.0,0.0,0.6944,easy,0.49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BKLTsNPmgRDgwcHae_easy,3,High,Mixed,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],612.0,362.0,1.6906077348066295,HqNQShiY48CgaLawF,it says you can but will make the score 0 i thought okay i could be wrong,2021-05-27 17:17:41.345000+00:00,it says you can but will make the score 0 i thought okay i could be wrong,10,17,73,1,2.0595255448567165,1.9029489757533906,0.009999999999999998,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.0,0.019999999999999997,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.019999999999999997,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.0,0.009999999999999998,0.06,0.0,0.009999999999999998,0.009999999999999998,0.039999999999999994,0.039999999999999994,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.019999999999999997,0.09,0.0,0,0,0.9411764705882353,0.11764705882352941,2,0.08333333333333333,0,0.7,0.0,0.8432,easy,15.692,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
BKLTsNPmgRDgwcHae_easy,3,High,Mixed,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],612.0,362.0,1.6906077348066295,kDTu5fBfS2QPPHkvA,is i ok in 106,2021-05-27 17:18:02.520000+00:00,is i ok in 106,11,5,14,1,-0.1841647692966603,-0.43914207132770555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.030000000000000002,0.0,1,0,1.0,0.2,0,0.0022522522522522522,0,0.5,0.5,0.248,easy,21.175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BKLTsNPmgRDgwcHae_easy,3,High,Mixed,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],612.0,362.0,1.6906077348066295,8jqxWraEXu3Gg5TtW,sure its fine,2021-05-27 17:18:08.697000+00:00,sure its fine,12,3,13,1,-0.3881366160378764,-0.6520594392441689,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.6944444444444444,0.45833333333333337,0.1488,easy,6.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BKLTsNPmgRDgwcHae_easy,3,High,Mixed,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],612.0,362.0,1.6906077348066295,HqNQShiY48CgaLawF,im fine with it,2021-05-27 17:18:19.407000+00:00,im fine with it,13,4,15,1,-0.1841647692966603,-0.43914207132770555,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0,0,1.0,0.0,0,0.034482758620689655,0,0.5,0.4166666666666667,0.1984,easy,10.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
BKLTsNPmgRDgwcHae_easy,3,High,Mixed,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],612.0,362.0,1.6906077348066295,kDTu5fBfS2QPPHkvA,hit satisfied,2021-05-27 17:18:34.732000+00:00,hit satisfied?,14,2,13,1,-0.5921084627790925,-0.8649768071606322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1,0,1.0,0.0,0,0.0,0,1.0,0.5,0.0992,easy,15.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BKLTsNPmgRDgwcHae_easy,3,High,Mixed,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],612.0,362.0,1.6906077348066295,HqNQShiY48CgaLawF,yes,2021-05-27 17:18:39.010000+00:00,yes,15,1,3,1,-0.7960803095203085,-1.0778941750770954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,4.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKLTsNPmgRDgwcHae_easy,3,High,Mixed,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],612.0,362.0,1.6906077348066295,8jqxWraEXu3Gg5TtW,yup,2021-05-27 17:18:43.325000+00:00,yup,16,1,3,1,-0.7960803095203085,-1.0778941750770954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,4.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKLTsNPmgRDgwcHae_hard,3,High,Mixed,Low,High,High,3,Hard [Corresponds to 'Super Hard' in PNAS],832.0,319.0,2.608150470219436,kDTu5fBfS2QPPHkvA,are we good,2021-05-27 17:22:12.222000+00:00,are we good?,1,3,11,1,-0.5921084627790925,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.0,1,0,1.0,0.3333333333333333,0,0.0,0,0.6000000000000001,0.7,0.1488,easy,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
BKLTsNPmgRDgwcHae_hard,3,High,Mixed,Low,High,High,3,Hard [Corresponds to 'Super Hard' in PNAS],832.0,319.0,2.608150470219436,HqNQShiY48CgaLawF,i think so,2021-05-27 17:22:29.373000+00:00,i think so,2,3,10,1,-0.5921084627790925,-0.7071067811865475,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.020000000000000004,0.0,0,0,1.0,0.3333333333333333,0,0.0,0,0.0,0.0,0.1488,easy,17.151,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BKLTsNPmgRDgwcHae_hard,3,High,Mixed,Low,High,High,3,Hard [Corresponds to 'Super Hard' in PNAS],832.0,319.0,2.608150470219436,8jqxWraEXu3Gg5TtW,im checking a few things first k done,2021-05-27 17:22:57.194000+00:00,im checking a few things first k done,3,8,37,1,0.631722617668204,1.414213562373095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.21666666666666667,0.024999999999999994,0.3968,easy,27.821,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BYkJh5DPYeWgX7nBD_easy,5,Mixed,High,High,High,High,6,Easy [Corresponds to 'Hard' in PNAS],477.0,109.0,4.376146788990826,CH8gRki8wtyZbj8CA,wait wat you guys are working fast lol,2021-09-15 17:07:44.638000+00:00,wait wat you guys are working fast lol,1,8,38,1,0.631722617668204,1.463014339951632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.6499999999999999,0.5,0.3968,easy,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
BYkJh5DPYeWgX7nBD_easy,5,Mixed,High,High,High,High,6,Easy [Corresponds to 'Hard' in PNAS],477.0,109.0,4.376146788990826,MLtpWhWf3Z72k5dpL,yeah we are all over the place,2021-09-15 17:08:08.657000+00:00,"yeah, we are all over the place",2,7,30,1,0.22377892418577186,0.643726309578718,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.01,0.049999999999999996,0.0,0,0,1.0,0.14285714285714285,1,0.0,0,0.0,0.0,0.3472,easy,24.019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BYkJh5DPYeWgX7nBD_easy,5,Mixed,High,High,High,High,6,Easy [Corresponds to 'Hard' in PNAS],477.0,109.0,4.376146788990826,CH8gRki8wtyZbj8CA,geniuses in the chat dang,2021-09-15 17:08:22.011000+00:00,geniuses in the chat dang,3,5,25,1,0.019807077444555767,0.23408229439226103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,1,0.0,0,0.0,0.0,0.248,easy,13.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYkJh5DPYeWgX7nBD_easy,5,Mixed,High,High,High,High,6,Easy [Corresponds to 'Hard' in PNAS],477.0,109.0,4.376146788990826,MLtpWhWf3Z72k5dpL,make sure to check the payoff,2021-09-15 17:08:22.322000+00:00,make sure to check the payoff.,4,6,29,1,0.22377892418577186,0.643726309578718,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.019999999999999997,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0,0,1.0,0.0,1,0.0,0,0.8888888888888888,0.5,0.2976,easy,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYkJh5DPYeWgX7nBD_easy,5,Mixed,High,High,High,High,6,Easy [Corresponds to 'Hard' in PNAS],477.0,109.0,4.376146788990826,cfRNkvACzTba94wFB,done,2021-09-15 17:08:24.105000+00:00,done,5,1,4,1,-0.7960803095203085,-1.4044937663535668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,1.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYkJh5DPYeWgX7nBD_easy,5,Mixed,High,High,High,High,6,Easy [Corresponds to 'Hard' in PNAS],477.0,109.0,4.376146788990826,MLtpWhWf3Z72k5dpL,im good with that,2021-09-15 17:08:35.150000+00:00,i'm good with that,6,4,17,1,-0.1841647692966603,-0.17556172079419594,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.6000000000000001,0.7,0.1984,easy,11.045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
BYkJh5DPYeWgX7nBD_easy,5,Mixed,High,High,High,High,6,Easy [Corresponds to 'Hard' in PNAS],477.0,109.0,4.376146788990826,rTGXN54to7yK876Sv,ok,2021-09-15 17:08:44.879000+00:00,ok,7,1,2,1,-0.7960803095203085,-1.4044937663535668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.5,0.5,0.0496,easy,9.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYkJh5DPYeWgX7nBD_hard,5,Mixed,High,High,High,High,6,Hard [Corresponds to 'Super Hard' in PNAS],731.0,97.0,7.536082474226804,MLtpWhWf3Z72k5dpL,we are missing a lot of constraintspoints,2021-09-15 17:09:32+00:00,we are missing a lot of constraints/points...,1,7,41,1,0.42775077092698793,-0.16222142113076254,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.029999999999999995,0.01,0.01,0.0,0.0,0.01,0.01,0.04,0.0,0,0,1.0,0.0,0,0.0,0,0.05,-0.2,0.3472,easy,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BYkJh5DPYeWgX7nBD_hard,5,Mixed,High,High,High,High,6,Hard [Corresponds to 'Super Hard' in PNAS],731.0,97.0,7.536082474226804,CH8gRki8wtyZbj8CA,im not touching it we should let 1 person work at a time for the most part,2021-09-15 17:09:56.061000+00:00,im not touching it we should let 1 person work at a time for the most part,2,17,74,1,2.2634973915979324,1.2977713690461004,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.0,0.02,0.0,0.02,0.04,0.02,0.01,0.01,0.0,0.02,0.01,0.09000000000000001,0.0,0,0,1.0,0.058823529411764705,2,0.0,0,0.5,0.125,0.8432,easy,24.061,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
BYkJh5DPYeWgX7nBD_hard,5,Mixed,High,High,High,High,6,Hard [Corresponds to 'Super Hard' in PNAS],731.0,97.0,7.536082474226804,rTGXN54to7yK876Sv,good,2021-09-15 17:10:21.805000+00:00,good,3,1,4,1,-0.7960803095203085,-1.135549947915338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.6000000000000001,0.7,0.0496,easy,25.744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BbHyJFCY6zqx7EeEy_easy,5,Low,High,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],641.0,128.0,5.0078125,XEs77oshGDjo9ofSf,c and d in 105 is better optimal points,2021-08-05 17:13:53.384000+00:00,c and d in 105 is better optimal points,1,9,39,1,0.8356944644094201,1.4055638569974547,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0,0,1.0,0.0,0,0.0,0,0.5,0.5,0.44639999999999996,easy,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BbHyJFCY6zqx7EeEy_easy,5,Low,High,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],641.0,128.0,5.0078125,mnHi9BMr5qA8ge8yq,all good,2021-08-05 17:14:52.167000+00:00,all good?,2,2,8,1,-0.5921084627790925,-0.7808688094430304,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,1,0,1.0,0.0,0,0.0,0,0.6000000000000001,0.7,0.0992,easy,58.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BbHyJFCY6zqx7EeEy_easy,5,Low,High,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],641.0,128.0,5.0078125,XEs77oshGDjo9ofSf,think this might be max points,2021-08-05 17:14:58.339000+00:00,think this might be max points,3,6,30,1,0.22377892418577186,0.4685212856658182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.2976,easy,6.172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BbHyJFCY6zqx7EeEy_easy,5,Low,High,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],641.0,128.0,5.0078125,y2dci4dafesAde6pf,yes,2021-08-05 17:15:02.331000+00:00,yes,4,1,3,1,-0.7960803095203085,-1.0932163332202425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,3.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BbHyJFCY6zqx7EeEy_hard,5,Low,High,High,High,Low,4,Hard [Corresponds to 'Super Hard' in PNAS],874.0,296.0,2.952702702702702,XEs77oshGDjo9ofSf,n and r room 103 and 107 give max points of 96,2021-08-05 17:16:22.467000+00:00,n and r room 103 and 107 give max points of 96,1,12,46,1,1.4476100046330684,1.6556747087694312,0.0,0.0,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0,0,0.9166666666666666,0.0,0,0.0,0,0.0,0.0,0.5952,easy,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BbHyJFCY6zqx7EeEy_hard,5,Low,High,High,High,Low,4,Hard [Corresponds to 'Super Hard' in PNAS],874.0,296.0,2.952702702702702,y2dci4dafesAde6pf,they must be together tho,2021-08-05 17:16:49.677000+00:00,they must be together tho,2,5,25,1,0.019807077444555767,-0.4139186771923579,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.248,easy,27.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
