conversation_num,mean_pre_discussion_error,mean_post_discussion_error,mean_pre_discussion_error_pct,mean_post_discussion_error_pct,median_pre_discussion_error,median_post_discussion_error,median_pre_discussion_error_pct,median_post_discussion_error_pct,speaker_nickname,question,message
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34682,building,i think its a little under a mile tall 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29541,building,kk thanks for the better ft to mile ratio haha 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33524,building,a kilometer long....they use the metric system 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34682,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,26671,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33524,building,I say 1000 k
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34691,building,how many floors would it have? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33524,building,1000 m 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34682,building,yeah but it could be just 1 mile tall by chance and whatever fraction of a km... 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34700,building,1000 sounds good 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29077,building,so 3280 ft 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34682,building,thats not logical 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,26671,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34682,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34700,building,3140* 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34700,building,"opps, cant do math today "
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34700,building,800 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34167,building,what do you guys think? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,30369,building,the tallest man is around 8 feet  
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34167,building,is the answer supposed to be in feet or meters? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29374,building,because i know that the empire state building was like 110 stories or so and i think there are about
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,30369,building,feet 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29679,building,The average floor is between 8 and 10 feet high I think 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34745,building,I think that buildings are always taller than i think 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27422,building,"the tallest building is the burg (sp?) in dubai, but i cant remember how tall it is "
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29374,building,10 feet per story 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31980,building,accidentally typed meters 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,30369,building,me too 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29374,building,so 10 per each feet 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32149,building,this would be the hotel in the uae right? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34706,building,i know a mile a like 5280 feet 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34540,building,"It is less than 5280, because no building is a mile tall "
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27194,building,didn't they build an enormous building in Asia somewhere recently? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34706,building,ok 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34399,building,one mile is too tall 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34540,building,"The new twin tower building is tallest in america, about 120 stories "
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31003,building,so 5280 then? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29136,building,i am pretty sure it is 3100 feet talk 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34540,building,a story is 10 feet 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,30575,building,the empire state building (obviously not the tallest anymore) is something like 106 stories 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29136,building,the one in dubai 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34540,building,And that is number 6 or so in the world 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31003,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32149,building,"yeah, the one in du"
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34399,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27194,building,how tall is the building in 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32149,building,bai 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27194,building,dubai? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34540,building,The one in dubai is the tallest 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31003,building,lets do 4000 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31003,building,a mid value 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34540,building,I think 2/3 of a mile is pretty good 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34540,building,about 250 stories 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32149,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34399,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34540,building,tall 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27194,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31003,building,gimme the n
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27502,building,how many stories are in the highest building? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31122,building,i meant 1300 not 130 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,26783,building,1 story is about 10 ft 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34746,building,how many floors is the sears tower 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32418,building,the highest building is the one in Dubai right now I think... 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,30782,building,yup...burj 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34441,building,i think that has close to 200 stories 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34441,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27502,building,i cant even imagine an elevator with more than like 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32418,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27502,building,100 buttons... 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,30782,building,no idea hw tall it is 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34441,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32418,building,200
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32418,building,250 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,30782,building,lets go with 1500?\ 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33922,building,i know its burj khalifa 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29727,building,4000? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31382,building,no way its more than 5500 thats a mile 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34566,building,yea khalifa 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33922,building,n its 225 m 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31365,building,i think 250m 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34718,building,burj khalifa is around 950 m tall 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33922,building,so my guess is 750 ft 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31365,building,so around 750 ft 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31365,building,750 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31365,building,ya 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31382,building,950m or 250? thats a big separation 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31365,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31382,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33922,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34718,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34718,building,950 m 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34704,building,750? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31365,building,750 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31365,building,ft 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29727,building,sounds good 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31382,building,750 m is like 2100 ft 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31365,building,950 m meaning 1 km 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31365,building,not possible 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31382,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33922,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32334,building,Architects? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31860,building,so thousands of feet estimates? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34548,building,Some know for sure? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33884,building,"Burj Dubai is 1 mile tall, though I forget the specific number "
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32334,building,5280 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32334,building,i think 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29474,building,I don't think any thing is taller than a mile? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33970,building,i think its closer to 9 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33970,building,thousand 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33884,building,No way 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34548,building,thats a lot 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29474,building,what? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29474,building,no way in heck 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31860,building,wait is burj dubai the undisputed tallest? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29474,building,I think it is 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33970,building,because most of the height for the tallest buildings have just been because of a
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32365,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34749,building,"I agree, nothing taller than 1 mile. Breathing would be sort of hard, they say. "
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33970,building,antenna kind of thing 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29474,building,were the twin towers before the tallest? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29474,building,so close to a mile? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33884,building,"For now, I think one is in development in Shanghai or Kuala Lampur to overtake it "
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32365,building,I think its over a mile 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32334,building,6000 then? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33970,building,the floors end way before  
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29474,building,okay so like 5500 feet 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33884,building,Slightly taller than a mile 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34548,building,around 6000?
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,33970,building,the a
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31594,building,anyone? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29569,building,anyone see top model the other day. they were at the world's tallest building 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,30338,building,the new world trade is going to be 1776  
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,30338,building,i think 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,30338,building,and i dont think thats the tallest 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32155,building,is this ft or km 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29626,building,feet 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34605,building,ft 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27488,building,oh so the tallest is probs less than 4000 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32155,building,how do you know 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32155,building, its ft 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31594,building,tallest is Burj---something  
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29569,building,"asia, uae &amp; dubai have the tallest man made structures "
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34605,building,more than 4000 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34661,building,a mile approx 1600 ft 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29626,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31594,building,hmmm.. 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27488,building,"if you account for 10 ft per floor, then 3 of insulation and stuff that would be an absurd amount of"
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34661,building,wait no 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34661,building,thats wrong 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34661,building,oops 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34661,building,forget what i said 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31594,building,3500? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,32155,building,i mile -1600m 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29626,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34534,building,anyone know? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27391,building,how may stories?  
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29838,building,architects? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34148,building,not a clue 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,36430,building,man made building? as opposed to chimpanzee made building? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31804,building,lol 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29838,building,oh in THAT case.. 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,27391,building,how many stories does the eifel tower have 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,36430,building,not eiffel tower haha 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34148,building,why is the 1200 guys so sure? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31804,building,it's in dubai i think....not that that helps 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,26812,building,lets all do our guesses really fast so we can leave and get paid on time!! 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31185,building,I guess 1200-1500 ft 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,36430,building,prob 1200-1300 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,36430,building,abu dhabi 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,36430,building,that building is fucking huge 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,26812,building,isnt it a mile high 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,36430,building,nah 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,34534,building,1200? 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,26812,building,did i make that up 
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,29838,building,hah well we don't get to call when this chat ends
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,31185,building,
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577,923,0.5791406536907823,0.33896437752478886,36430,building,
