conversation_num,mean_pre_discussion_error,mean_post_discussion_error,mean_pre_discussion_error_pct,mean_post_discussion_error_pct,median_pre_discussion_error,median_post_discussion_error,median_pre_discussion_error_pct,median_post_discussion_error_pct,speaker_nickname,question,chatrooms,trial_indx,message
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,758,headphones,1,1,what did you all say
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1394,headphones,1,1,200000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1641,headphones,1,1,it said they exceeded their goal
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1142,headphones,1,1,"I said 150,000 total."
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,206,headphones,1,1,I went with about180000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,358,headphones,1,1,250000 total
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1860,headphones,1,1,350000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1430,headphones,1,1,150000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1641,headphones,1,1,I said 300k
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,61,headphones,1,1,lol that's 3 for 150000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,225,headphones,1,1,I guess 300000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,835,headphones,1,1,250000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,536,headphones,1,1,I was going to guess 120000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1394,headphones,1,1,200000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1250,headphones,1,1,I said 150000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1394,headphones,1,1,NO CLUE JUST A GUESS
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1142,headphones,1,1,There really isn't any indication other than that they exceeded their goral.
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1142,headphones,1,1,*goal
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1641,headphones,1,1,something like this seems pretty popular
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,514,headphones,1,1,"So hard to just come up with a number, loll"
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1426,headphones,1,1,125000 seems more apt
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,240,headphones,1,1,I made a very low guess because I read the question wrong.  I don't have a clue as to how much they could have raised.
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1641,headphones,1,1,so they probably exceeded by quite a bit
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1142,headphones,1,1,"It could have been by 5 pounds or 500,000 pounds."
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1668,headphones,1,1,I think they want to know if we'll answer differently after we discuss it.
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,793,headphones,1,1,200000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1394,headphones,1,1,NOT A MATTER OF LIFE OR DEATH JUST A GUESS
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,225,headphones,1,1,it really diesn't give enough information to make a true educated guess
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1668,headphones,1,1,Or if we'll stick to our own estimation
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1641,headphones,1,1,yep
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,378,headphones,1,1,Hi
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1250,headphones,1,1,There are headphones already out there in the world
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,536,headphones,1,1,Well so far I am influnced to go up in my guess as I guessed lower than all you at 120000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1394,headphones,1,1,im leaving mine as is
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,206,headphones,1,1,I sont think it will be a crazy amount that they exceeded
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,514,headphones,1,1,They also might want to see what numbers people gravitate to in general
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,358,headphones,1,1,Are they asking for the total for the entire campaign or just the additional amount?
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,240,headphones,1,1,They exceeded their goals so I am definitely going to raise what I originally put.
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1142,headphones,1,1,The total
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1641,headphones,1,1,it sounds like those things they use for silent discos
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,61,headphones,1,1,I'm gonna stick to 150000 I think.
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,1860,headphones,1,1,I think I estimated too high. I think it’s probably close to 150000
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,225,headphones,1,1,This is so strange I wonder if they will give a bonus to the one that guess the closest to right
22u5YpwA485h5dMwh1,70402.38095238095,45544.84848484849,0.49311746832234327,0.31900853460004547,62770,17770,0.43965819149681307,0.1244659242137704,163,headphones,1,1,NA
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,963,flights,1,1,I agree with [name] major hub
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,394,flights,1,1,NYC is a major hub
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,389,flights,1,1,i put 150 million
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,107,flights,1,1,hi
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1031,flights,1,1,i guessed 80
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,738,flights,1,1,No clue
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1643,flights,1,1,Anyone have any real numbers on this?
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,394,flights,1,1,I did 125
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,389,flights,1,1,nope
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,963,flights,1,1,175 million I put
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,157,flights,1,1,I said 34
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1928,flights,1,1,I guessed 90
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,107,flights,1,1,I guessed 40'
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,692,flights,1,1,I entered a number but it didnt take...i choose 60 mil
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1843,flights,1,1,I did 150 but that is very much just a guess.
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1182,flights,1,1,I guessed 100
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,158,flights,1,1,50?
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,738,flights,1,1,84 here
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1717,flights,1,1,450
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,157,flights,1,1,34
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,566,flights,1,1,345
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1111,flights,1,1,50
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,582,flights,1,1,I guessed 20 since im thinking globally. It didnt say ut was just the US.
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1346,flights,1,1,i put 2.5  way too low
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,614,flights,1,1,I put 55M...seems like a reasonable percentage of 690 million total.
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,157,flights,1,1,maybe i agree with 55
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,389,flights,1,1,with the round trip counting as 2 it could be very high
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,107,flights,1,1,40 million is a lot of people just boarding from Newark
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1031,flights,1,1,i imagine it is one of the bigger hubs
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1643,flights,1,1,"So everyone is just guessing then, no one with real numbers?"
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,157,flights,1,1,instead of 34
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,566,flights,1,1,345 million
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,963,flights,1,1,175 million
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1055,flights,1,1,"I guessed far less... You're talking worldwide. It's a major hub, but so is London, Paris, Tokyo, Dubai, etc. It's not gonna be 20%+ of all air traffic in the world."
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,692,flights,1,1,no way to know real answers its all a guess
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,157,flights,1,1,no real
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,614,flights,1,1,true though. not sure if the 690 million number is a worldwide number or a US number.
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,157,flights,1,1,back to 24
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1346,flights,1,1,estimate
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1182,flights,1,1,that is true
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1346,flights,1,1,250
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1055,flights,1,1,"I guessed 18 initially, which is probably low."
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1643,flights,1,1,"Yeah that wasn't specified was it, whole world or USA?"
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,157,flights,1,1,hmmmm
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,582,flights,1,1,"It would have to be worldwide, right? If it was just the US, thats more tham the country's entire population"
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,389,flights,1,1,690 mill is def the US number
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,692,flights,1,1,us locations
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1928,flights,1,1,"^yeah,"
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1346,flights,1,1,I think so
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,107,flights,1,1,It around 30-40 million
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,157,flights,1,1,34
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,107,flights,1,1,It only for one year
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,963,flights,1,1,I think it is higher
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1346,flights,1,1,yeah that;s a good
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,692,flights,1,1,120 mil?
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,692,flights,1,1,lol
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,963,flights,1,1,!20 million
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,157,flights,1,1,54
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1182,flights,1,1,yeah maybe 30-40
2PQkSkH77w73F9h2y1,63.59698113207547,10845.48275862069,1.5511458812701333,264.52396972245583,38.44,59,0.937560975609756,1.4390243902439024,1346,flights,1,1,250
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,202,yemen,1,1,I agree with [name]
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,185,yemen,1,1,I agree [name]
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,1329,yemen,1,1,"[name], Yemen is a more active conflict than Somalia. There are bombings almost daily and they target civilians in some cases."
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,27,yemen,1,1,I don't know anything about Yemen.
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,1329,yemen,1,1,Hi. I thought there would be about 950.
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,185,yemen,1,1,I guessed 1000.
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,750,yemen,1,1,I really wasn't sure how to estimate.
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,1775,yemen,1,1,Hello everyone
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,568,yemen,1,1,Does anyone think it would be higher or lower than 841?
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,750,yemen,1,1,I said 750
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,510,yemen,1,1,I said 345
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,143,yemen,1,1,I guessed as well
3NfZZkuKyMeWuSn7q1,296.0980392156863,387.9491525423729,0.4862036768730481,0.6370265230580835,341,391,0.5599343185550082,0.6420361247947455,625,yemen,1,1,"I went high with 1500, but really don't know"
