conversation_num,speaker_nickname,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,time_diff,please,please_start,hashedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_pl.,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative,user_list
QFLtvFgbhMhRt9KQK_easy,NULL_SPEAKER,0.22552355,0.09361122,0.6808652,1,3,1,-0.8298882116466817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3811150096315028,0.0,0.0496,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
PfRcbWpT8qDqYiuag_easy,NULL_SPEAKER,0.22552355,0.09361122,0.6808652,1,3,1,-0.8298882116466817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3811150096315028,0.0,0.0496,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
kTQ3SdYpMTZinAwHn_easy,a7F2CWbvcgg8EaF7W,0.23437643,0.14255027,0.6230733,6,23,1,0.19827611467157022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0,0,1.0,0.16666666666666666,0,0.0,0,0.3,1.0,-0.3517063546478225,0.0,0.2976,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,[]
TwunaL3J7Q2kC2nMf_easy,gkYgpnREWnHM7WaHR,0.14962514,0.14196335,0.7084115,1,12,1,-0.8298882116466817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.6332442775646394,0.0,0.0496,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
BctKiX6FH5Mu63PY8_easy,NULL_SPEAKER,0.22552355,0.09361122,0.6808652,1,3,1,-0.8298882116466817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3811150096315028,0.0,0.0496,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
TFXd7JkGn4hdXHvft_easy,JcEB29FvKCYX8F3W6,0.38877815,0.03875568,0.57246614,3,20,1,-0.3158060484875558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.0,0.010000000000000002,0.0,1,0,1.0,0.0,0,0.0,0,0.5,0.25,0.16120547883086472,0.0,0.1488,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,[]
MxNNDmoLQ9nmuHhHe_easy,NULL_SPEAKER,0.22552355,0.09361122,0.6808652,1,3,1,-0.8298882116466817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3811150096315028,0.0,0.0496,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
7QFpsEv5X3PgjWwwK_easy,tqaD3PmcyKTLoemLu,2.692241388,0.961700807,3.346057902,27,122,7,-0.6683958499355123,-3.8280634487220624,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.030000000000000006,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.020000000000000004,0.030000000000000002,0.04,0.03,0.020000000000000004,0.0,0.010000000000000002,0.0,0.030000000000000002,0.0,0.11,0.0,0,0,7.0,0.0,0,0.0,0,2.25,1.9666666666666666,1.0314191628822842,4.627722348873456,7.231414285714286,73.159,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,['6b8bEJCwev7GRvLis' 'ZtBet8uas9QhRD95i' 'xFfSYTNuXsFeotznX']
7QFpsEv5X3PgjWwwK_easy,6b8bEJCwev7GRvLis,1.0960664549999999,2.607034497,5.29689897,64,301,9,6.154183418896703,1.6983661779541557,0.02,0.0,0.0,0.06,0.0,0.04,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.019999999999999997,0.02,0.0,0.01,0.01,0.07,0.0,0.019999999999999997,0.06,0.0,0.0,0.03,0.030000000000000002,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.03,0.04,0.11,0.0,0.049999999999999996,0.04,0.08,0.13,0.08,0.01,0.01,0.01,0.05,0.02,0.3,0.0,1,0,8.941176470588236,0.14215686274509803,2,0.01904761904761905,0,2.4875,-0.36250000000000004,-6.531540838430115,-3.365419418752817,8.126733333333332,184.665,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,3,1,0,0,0,['tqaD3PmcyKTLoemLu' 'ZtBet8uas9QhRD95i' 'xFfSYTNuXsFeotznX']
7QFpsEv5X3PgjWwwK_easy,ZtBet8uas9QhRD95i,0.052740976,0.36348504,0.583774,7,43,1,0.7123582778306962,0.2156655464068769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.01,0.03,0.01,0.0,0.0,0.0,0.01,0.0,0.04,0.01,0,0,1.0,0.0,0,0.0,1,0.5,0.5,-0.9550867686475744,-0.6458447782011647,6.239414285714286,18.945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['tqaD3PmcyKTLoemLu' '6b8bEJCwev7GRvLis' 'xFfSYTNuXsFeotznX']
7QFpsEv5X3PgjWwwK_easy,xFfSYTNuXsFeotznX,0.060202934,0.12483398,0.81496304,14,62,1,2.511645848887637,1.9140317243610319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.01,0.01,0.02,0.04,0.0,0.0,0.0,0.01,0.0,0.06999999999999999,0.0,0,0,1.0,0.0,1,0.0,0,0.375,-0.125,-0.930298660334267,-0.6164581519194743,0.6944,36.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['tqaD3PmcyKTLoemLu' '6b8bEJCwev7GRvLis' 'ZtBet8uas9QhRD95i']
SEN35wQWLHhBBexSa_easy,NULL_SPEAKER,0.22552355,0.09361122,0.6808652,1,3,1,-0.8298882116466817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3811150096315028,0.0,0.0496,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
HvApsyAmuMwWyKcux_easy,NULL_SPEAKER,0.22552355,0.09361122,0.6808652,1,3,1,-0.8298882116466817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3811150096315028,0.0,0.0496,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[]
g4mc5fAPshDRewkJ8_easy,Tm9TgDYbaJs5BRcXa,0.501245562,0.499086657,2.99966781,20,95,4,0.5360633771067179,-0.7396090171488856,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.019999999999999997,0.0,0.03,0.03,0.0,0.0,0.0,0.019999999999999997,0.019999999999999997,0.0,0.0,0.0,0.01,0.0,0.020000000000000004,0.0,0.0,0.0,0.05,0.0,0.02,0.010000000000000002,0.03,0.04,0.009999999999999998,0.0,0.0,0.009999999999999998,0.01,0.020000000000000004,0.11000000000000001,0.0,1,0,4.0,0.09090909090909091,0,0.0,0,1.1,0.5333333333333333,-2.856051486237958,-3.7689779692049026,0.992,21.928,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"['qQdDdkxXiJrRBycuj' 'yzvpy6zkTXHqhEHzC' 'C3vwFnfvAweMKrQxn'
 '9m3NqTwzYrya9Bx53' 'ZZgx2tcnHmfBbbuuq']"
g4mc5fAPshDRewkJ8_easy,qQdDdkxXiJrRBycuj,1.948780924,0.914172608,1.1370464949999999,16,68,4,-0.492100949211534,-1.6738519861790564,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.019999999999999997,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.04000000000000001,0.0,0.0,0.02,0.0,0.010000000000000002,0.0,0.010000000000000002,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.010000000000000002,0.0,0.04000000000000001,0.0,0.020000000000000004,0.019999999999999997,0.030000000000000002,0.03,0.010000000000000002,0.010000000000000002,0.0,0.0,0.019999999999999997,0.020000000000000004,0.09,0.0,0,0,4.0,0.3333333333333333,1,0.0,0,2.0,1.0833333333333333,1.9525608566080637,-0.2208606200626566,0.7936,37.92,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,"['Tm9TgDYbaJs5BRcXa' 'yzvpy6zkTXHqhEHzC' 'C3vwFnfvAweMKrQxn'
 '9m3NqTwzYrya9Bx53' 'ZZgx2tcnHmfBbbuuq']"
g4mc5fAPshDRewkJ8_easy,yzvpy6zkTXHqhEHzC,1.9950107639999999,0.3503456505,0.654643422,9,41,3,-0.9474181454626673,-1.7809006597137633,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.009999999999999998,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.0,0.02,0.01,0,0,3.0,0.0,1,0.0,1,1.1500000000000001,1.15,3.2364218299435246,1.1418560983466173,0.44639999999999996,20.685000000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"['Tm9TgDYbaJs5BRcXa' 'qQdDdkxXiJrRBycuj' 'C3vwFnfvAweMKrQxn'
 '9m3NqTwzYrya9Bx53' 'ZZgx2tcnHmfBbbuuq']"
g4mc5fAPshDRewkJ8_easy,C3vwFnfvAweMKrQxn,3.73117252,0.19269732,1.076130152,48,237,5,6.132202204949111,4.0386545015366755,0.0,0.0,0.0,0.03,0.01,0.03,0.0,0.009999999999999998,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.039999999999999994,0.0,0.0,0.0,0.009999999999999998,0.04,0.009999999999999998,0.01,0.049999999999999996,0.009999999999999998,0.07,0.06,0.0,0.01,0.0,0.03,0.09,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.03,0.019999999999999997,0.0,0.03,0.13,0.0,0.01,0.039999999999999994,0.06,0.11,0.03,0.009999999999999998,0.049999999999999996,0.0,0.039999999999999994,0.03,0.22,0.0,0,0,4.95,0.43333333333333335,2,0.0022522522522522522,0,2.625,1.55,6.743253803249594,2.898636783828046,2.3808,39.757999999999996,0,0,1,0,1,1,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,"['Tm9TgDYbaJs5BRcXa' 'qQdDdkxXiJrRBycuj' 'yzvpy6zkTXHqhEHzC'
 '9m3NqTwzYrya9Bx53' 'ZZgx2tcnHmfBbbuuq']"
g4mc5fAPshDRewkJ8_easy,9m3NqTwzYrya9Bx53,3.7319087646,1.8442920986,1.423799158,46,221,7,3.7013025369170585,1.2164621992580347,0.01,0.0,0.0,0.02,0.009999999999999998,0.03,0.0,0.0,0.06,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.07,0.01,0.019999999999999997,0.03,0.0,0.01,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.01,0.04,0.11,0.0,0.01,0.05,0.09,0.09,0.02,0.03,0.03,0.0,0.06,0.04,0.24,0.0,0,0,7.0,0.24285714285714285,2,0.0,0,2.402857142857143,1.2176190476190476,4.485122271499747,0.40163996114909317,21.7081,65.79599999999999,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,4,2,0,0,"['Tm9TgDYbaJs5BRcXa' 'qQdDdkxXiJrRBycuj' 'yzvpy6zkTXHqhEHzC'
 'C3vwFnfvAweMKrQxn' 'ZZgx2tcnHmfBbbuuq']"
